Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
452,BossLose,BossDeath,43.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,40,2000,0.00,1.00,0.87,1,12,11,7,-8.451,-1.0,-1.0,-1.0,-1.0,206.0,3,35.6,19.5,46.4,35.8,11.4,45.6,70.8,33.8,86.7,3308.0,5282.6,10783.2,35,0.001,0.940,0.059,0.557,0.974,32.9,0.00,1,1222,832
454,BossLose,BossDeath,42.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,76,2000,0.00,1.00,0.75,1,11,9,9,-4.409,-1.0,-1.0,-1.0,-1.0,195.8,3,35.9,14.2,48.5,36.7,11.1,59.5,71.6,22.6,99.9,3410.9,9002.3,12385.7,25,0.001,0.932,0.067,0.750,0.973,32.2,0.00,1,1576,500
455,BossLose,BossDeath,51.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,300,2000,0.00,0.00,1.00,1,17,3,13,-0.970,32.6,-1.0,32.6,-1.0,239.7,3,37.0,12.0,46.6,35.0,14.2,53.4,71.5,29.0,97.7,3309.5,10045.3,7698.0,16,0.001,0.935,0.064,0.949,0.952,34.7,0.00,0,2433,264
456,BossLose,BossDeath,74.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,15,16,19,-4.749,-1.0,-1.0,-1.0,-1.0,354.4,3,36.1,12.0,52.6,34.5,12.0,40.4,69.7,29.0,89.1,3591.9,11649.3,6343.6,63,0.001,0.946,0.053,0.736,0.313,33.2,0.00,0,2757,1095
457,BossLose,BossDeath,35.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,7,8,-7.565,-1.0,-1.0,-1.0,-1.0,168.8,3,34.7,14.2,41.6,33.1,11.4,39.7,66.6,29.0,78.5,3334.6,9578.0,5319.9,40,0.001,0.946,0.053,0.719,0.916,28.9,0.00,0,1282,530
458,BossLose,BossDeath,38.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,56,2000,0.00,0.81,1.00,1,9,8,8,-6.768,-1.0,-1.0,-1.0,-1.0,172.5,3,36.5,19.5,52.9,36.7,11.2,44.6,72.9,33.8,85.1,4691.4,11197.5,7130.5,33,0.001,0.900,0.099,0.654,0.907,29.2,0.00,0,1254,628
459,BossLose,BossDeath,52.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,11,13,-1.443,-1.0,-1.0,-1.0,-1.0,243.5,3,39.6,10.6,63.5,34.5,14.3,40.3,73.0,22.6,96.7,2750.7,12682.0,5294.5,44,0.000,0.937,0.063,0.917,0.521,31.8,0.00,0,2384,293
460,BossLose,BossDeath,49.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,9,10,-1.455,-1.0,-1.0,-1.0,-1.0,232.3,3,40.0,11.3,62.5,35.0,19.5,41.4,74.2,33.8,96.2,2435.3,13028.7,5794.5,37,0.002,0.930,0.068,0.910,0.526,33.3,0.00,0,2272,316
461,BossLose,BossDeath,34.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,210,2000,0.00,0.82,0.48,2,6,7,7,-9.616,-1.0,-1.0,-1.0,-1.0,162.3,3,34.7,15.9,46.8,34.3,14.1,40.9,67.6,24.8,85.3,5524.9,7922.3,11115.1,26,0.001,0.938,0.061,0.473,0.787,24.5,0.00,2,819,765
462,BossLose,BossDeath,57.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,171,2000,0.00,0.93,0.50,3,15,8,14,6.654,-1.0,-1.0,-1.0,-1.0,270.1,3,37.8,11.6,63.3,32.2,5.1,42.1,69.2,33.8,88.7,6472.3,15196.5,7110.7,40,0.001,0.942,0.058,0.841,0.933,30.3,0.00,2,2412,514
463,BossLose,BossDeath,57.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,186,2000,0.00,0.64,0.75,2,15,14,9,-4.117,-1.0,-1.0,-1.0,-1.0,271.8,3,34.9,12.9,47.9,38.4,11.8,57.7,72.8,19.9,104.0,5148.6,10069.9,14200.1,27,0.001,0.953,0.046,0.661,0.960,32.9,0.00,2,1884,883
464,BossLose,BossDeath,40.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,275,2000,0.00,0.62,0.47,2,7,10,6,-0.455,-1.0,-1.0,-1.0,-1.0,193.1,3,34.0,12.7,47.5,36.2,17.6,41.3,69.3,22.1,85.4,5383.8,11293.1,7759.3,26,0.001,0.957,0.042,0.594,0.223,29.2,0.00,2,1198,809
465,BossLose,BossDeath,46.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,24,2000,0.00,1.00,0.92,0,8,11,12,-4.318,-1.0,-1.0,-1.0,-1.0,219.2,3,34.7,13.1,47.8,36.2,10.8,42.1,70.2,19.9,85.9,6320.5,13422.1,12524.6,27,0.002,0.949,0.050,0.561,0.542,29.8,0.00,0,1296,863
466,BossLose,BossDeath,41.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,9,11,-5.547,-1.0,-1.0,-1.0,-1.0,195.2,3,36.0,14.1,54.9,33.6,12.2,38.4,68.6,29.0,91.2,3363.8,10333.2,5861.9,31,0.001,0.948,0.051,0.754,0.920,30.2,0.00,0,1553,569
467,BossLose,BossDeath,46.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,6,9,12,-10.157,-1.0,-1.0,-1.0,-1.0,221.6,3,36.1,19.5,47.5,36.7,11.1,42.6,72.5,33.8,85.5,5464.7,10408.0,14322.6,24,0.001,0.947,0.051,0.548,0.217,32.3,0.00,0,1282,898
468,BossLose,BossDeath,41.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,7,6,11,-6.549,-1.0,-1.0,-1.0,-1.0,195.4,3,35.3,11.5,52.6,33.7,12.1,39.3,67.3,22.1,87.4,3911.0,11590.5,5494.0,28,0.002,0.947,0.051,0.698,0.350,32.8,0.00,0,1439,687
469,BossLose,BossDeath,41.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,59,2000,0.00,0.80,1.00,1,6,10,9,-4.493,-1.0,-1.0,-1.0,-1.0,195.1,3,35.3,13.2,46.8,39.1,11.1,58.7,73.5,19.9,99.7,3491.1,10698.0,11270.3,29,0.000,0.942,0.058,0.678,0.261,34.1,0.00,1,1405,638
470,BossLose,BossDeath,52.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,14,9,12,-4.856,-1.0,-1.0,-1.0,-1.0,247.7,3,36.7,14.1,54.0,34.6,12.9,41.5,69.8,29.0,90.4,3217.1,12517.1,6510.3,34,0.002,0.936,0.062,0.737,0.921,31.7,0.00,0,1949,800
471,BossLose,BossDeath,64.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,184,2000,0.00,1.00,0.39,2,16,11,14,8.306,-1.0,58.8,-1.0,-1.0,292.0,3,38.5,14.1,65.6,33.3,2.5,59.8,71.0,29.0,91.6,9400.0,11532.3,18660.1,28,0.001,0.909,0.090,0.815,0.852,31.7,0.00,2,2619,1315
472,BossLose,BossDeath,56.6,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,202,2000,0.00,0.41,0.92,1,11,10,14,-2.140,-1.0,-1.0,-1.0,-1.0,262.1,3,37.9,14.3,54.4,34.7,10.8,55.1,71.7,22.6,99.2,2693.7,12292.4,6316.9,39,0.000,0.926,0.074,0.845,0.505,31.6,0.00,0,2392,479
473,BossLose,BossDeath,47.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,70,2000,0.00,0.77,1.00,1,8,10,9,-1.008,-1.0,-1.0,-1.0,-1.0,221.5,3,37.9,11.5,45.7,34.6,17.8,40.9,71.6,22.1,80.9,3194.9,12412.3,6298.1,39,0.001,0.930,0.069,0.901,0.500,31.1,0.00,0,2146,360
474,BossLose,BossDeath,61.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,75,2000,0.00,0.75,1.00,1,12,15,6,-5.825,-1.0,-1.0,-1.0,-1.0,291.8,3,35.5,18.8,47.6,37.8,10.7,43.7,73.0,33.8,86.1,6020.7,12541.1,12873.9,63,0.000,0.946,0.054,0.630,0.368,33.2,0.00,0,1942,1115
475,BossLose,BossDeath,65.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,16,2000,0.00,1.00,0.95,0,15,18,11,-8.871,-1.0,-1.0,-1.0,-1.0,310.9,3,35.9,17.3,47.9,37.7,14.1,43.1,72.8,24.8,86.0,4806.6,11297.6,11987.9,49,0.000,0.944,0.056,0.560,0.760,31.8,0.00,0,1845,1399
476,BossLose,BossDeath,51.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,67,2000,0.00,1.00,0.78,1,12,11,7,0.206,-1.0,-1.0,-1.0,-1.0,241.0,3,38.3,14.1,47.1,34.5,15.8,39.7,71.9,24.8,84.0,2969.8,11321.5,5389.8,27,0.000,0.941,0.059,0.916,0.648,33.6,0.00,1,2346,331
477,BossLose,BossDeath,56.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,114,2000,0.00,1.00,0.62,2,12,10,9,-5.686,-1.0,-1.0,-1.0,-1.0,262.9,3,36.4,14.2,56.7,36.2,11.3,61.8,71.6,22.6,105.4,6198.1,13278.8,15111.8,28,0.001,0.933,0.066,0.703,0.665,31.1,0.00,1,1981,786
478,BossLose,BossDeath,42.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,8,9,-5.273,-1.0,-1.0,-1.0,-1.0,192.8,3,35.7,13.4,48.0,34.2,11.4,51.3,69.0,19.9,91.4,3268.0,10881.8,6882.1,24,0.000,0.919,0.081,0.703,0.981,30.8,0.00,0,1476,585
479,BossLose,BossDeath,64.6,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,185,2000,0.00,0.56,0.82,1,16,9,14,-7.668,-1.0,-1.0,-1.0,-1.0,305.2,3,35.4,10.4,54.4,35.0,12.4,44.7,69.0,29.0,90.8,3473.9,12625.8,8334.0,39,0.001,0.945,0.054,0.660,0.571,32.4,0.00,1,2132,1267
480,BossLose,BossDeath,77.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,15,11,16,2.903,-1.0,-1.0,-1.0,-1.0,365.7,3,38.5,11.6,42.5,35.5,19.5,41.5,73.4,33.8,81.4,3161.0,12272.1,6200.7,52,0.001,0.939,0.060,0.871,0.370,35.4,0.00,0,3392,564
481,BossLose,BossDeath,86.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,44,2000,0.00,0.85,1.00,2,17,17,8,-3.661,-1.0,-1.0,-1.0,-1.0,404.7,3,33.7,11.0,47.7,37.8,7.0,57.4,70.1,22.6,97.6,5132.2,8540.6,11451.2,60,0.001,0.939,0.060,0.668,0.512,32.1,0.00,0,2881,1307
482,BossLose,BossDeath,52.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,6,2000,0.00,0.98,1.00,0,13,9,12,0.108,-1.0,-1.0,-1.0,-1.0,247.8,3,37.3,14.1,53.1,34.6,12.6,40.8,70.8,29.0,92.0,3019.9,11363.5,5633.9,38,0.001,0.944,0.055,0.758,0.914,34.1,0.00,0,1990,686
483,BossLose,BossDeath,36.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,3,7,8,-8.154,-1.0,-1.0,-1.0,-1.0,169.4,3,35.5,17.8,46.5,36.4,14.1,46.9,70.8,24.8,84.4,3819.9,9119.7,11431.5,27,0.001,0.935,0.064,0.511,0.269,29.8,0.00,0,925,670
484,BossLose,BossDeath,49.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,10,9,-1.475,-1.0,-1.0,-1.0,-1.0,233.0,3,37.2,14.1,47.6,34.6,15.8,42.0,70.6,24.8,84.0,4049.1,10422.5,6737.5,50,0.000,0.942,0.058,0.782,0.302,34.1,0.00,0,1935,579
485,BossLose,BossDeath,52.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,72,2000,0.00,0.88,0.88,1,12,4,13,-4.115,-1.0,-1.0,-1.0,-1.0,251.0,3,35.5,6.9,49.1,31.8,7.6,43.5,65.5,22.1,86.4,6739.7,14404.6,9424.1,15,0.001,0.954,0.046,0.756,0.822,27.7,0.00,1,1991,903
486,BossLose,BossDeath,51.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,19,2000,0.00,0.94,1.00,1,11,9,11,-2.810,-1.0,-1.0,-1.0,-1.0,241.0,3,39.6,12.4,62.7,34.6,19.5,44.4,73.6,33.8,96.8,3642.1,14071.8,6458.4,28,0.000,0.936,0.064,0.899,0.526,33.0,0.00,0,2316,380
487,BossLose,BossDeath,51.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,8,10,-1.921,-1.0,-1.0,-1.0,-1.0,238.4,3,38.3,12.7,42.2,34.4,17.8,40.3,71.7,22.1,79.3,3311.4,11951.3,6341.4,43,0.002,0.930,0.068,0.936,0.394,35.6,0.00,0,2399,314
488,BossLose,BossDeath,46.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,196,2000,0.00,1.00,0.35,2,12,8,9,-3.283,-1.0,-1.0,-1.0,-1.0,215.5,3,37.1,13.1,60.2,33.4,9.1,42.9,69.7,19.9,89.9,5625.8,10153.5,12133.7,38,0.000,0.935,0.065,0.682,0.959,27.9,0.00,1,1572,648
489,BossLose,BossDeath,45.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,264,2000,0.00,0.41,0.71,1,6,7,11,20.443,23.3,-1.0,-1.0,-1.0,218.5,3,33.9,3.3,41.1,30.2,5.7,46.2,62.3,22.1,80.2,6830.1,6086.3,10743.8,6,0.000,0.965,0.035,0.885,0.269,29.3,0.00,1,2005,715
490,BossLose,BossDeath,41.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,4,9,-3.723,-1.0,-1.0,-1.0,-1.0,194.0,3,38.0,12.5,42.3,34.3,14.1,39.8,71.8,29.0,78.1,3029.1,11811.2,6433.0,12,0.000,0.930,0.070,0.930,0.963,33.9,0.00,0,1939,211
491,BossLose,BossDeath,43.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,145,2000,0.00,0.77,0.75,2,11,7,9,-2.976,-1.0,-1.0,-1.0,-1.0,206.1,3,36.6,14.2,53.0,33.6,10.9,40.2,69.2,29.0,88.1,3004.9,11176.7,5341.4,23,0.000,0.945,0.055,0.749,0.969,30.8,0.00,2,1634,598
492,BossLose,BossDeath,55.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,232,2000,0.00,0.71,0.52,2,15,5,13,-2.544,-1.0,-1.0,-1.0,-1.0,262.2,3,34.5,12.2,43.4,33.0,12.3,44.0,65.5,22.1,85.9,4643.2,9316.5,8979.7,21,0.001,0.945,0.054,0.661,0.973,28.7,0.00,2,1836,1029
493,BossLose,BossDeath,52.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,17,7,9,-6.549,-1.0,-1.0,-1.0,-1.0,244.1,3,37.3,11.8,45.9,34.9,19.2,41.1,71.2,22.1,84.3,3050.2,10933.8,5965.6,63,0.001,0.930,0.069,0.762,0.944,33.5,0.00,0,2000,627
494,BossLose,BossDeath,58.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,12,2000,0.00,0.96,1.00,1,12,10,12,-1.009,-1.0,-1.0,-1.0,-1.0,272.1,3,39.5,11.8,62.1,34.7,12.9,43.3,73.2,19.9,96.7,2596.5,11667.6,5572.6,53,0.001,0.935,0.064,0.834,0.489,33.7,0.00,1,2428,458
495,BossLose,BossDeath,65.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,3,2000,0.00,0.99,1.00,0,14,8,15,-4.541,-1.0,-1.0,-1.0,-1.0,306.4,3,37.0,14.1,48.2,35.3,17.9,44.5,71.1,24.8,86.3,3692.4,11556.1,4787.2,63,0.001,0.936,0.063,0.689,0.516,32.5,0.00,0,2255,1002
496,BossLose,BossDeath,47.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,11,12,6,-3.510,-1.0,-1.0,-1.0,-1.0,220.3,3,39.3,11.6,60.3,34.5,14.2,40.2,72.7,22.6,93.7,2789.0,13827.9,4765.5,48,0.000,0.934,0.066,0.857,0.966,34.1,0.00,0,2021,297
497,BossLose,BossDeath,72.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,11,20,3.874,-1.0,-1.0,-1.0,-1.0,338.2,3,39.0,11.6,58.8,34.8,17.7,40.4,73.0,22.1,90.8,3482.2,12315.4,6972.1,55,0.001,0.936,0.064,0.935,0.262,36.2,0.00,0,3378,418
498,BossLose,BossDeath,55.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,72,2000,0.00,0.96,0.80,1,15,6,12,-6.783,-1.0,-1.0,-1.0,-1.0,256.5,3,36.5,13.5,45.6,34.5,11.0,49.3,69.7,33.8,87.0,4396.4,9664.5,8567.4,38,0.001,0.922,0.077,0.689,0.958,30.7,0.00,1,1918,947
499,BossLose,BossDeath,58.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,16,2000,0.00,0.97,0.98,0,8,11,13,1.744,-1.0,50.8,-1.0,-1.0,260.5,3,34.3,8.1,55.1,33.7,4.7,42.5,66.6,29.0,84.4,3908.0,8064.1,9473.6,41,0.000,0.895,0.105,0.669,0.306,29.0,0.00,0,1947,1000
500,BossLose,BossDeath,58.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,273,2000,0.00,0.58,0.51,2,13,12,6,0.667,-1.0,-1.0,-1.0,-1.0,265.5,3,34.9,7.0,65.7,30.2,8.0,45.1,62.8,22.1,97.5,3425.1,9506.5,8724.5,12,0.001,0.916,0.083,0.653,0.562,26.1,0.00,2,1892,1083
501,BossLose,BossDeath,37.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,6,6,10,-7.373,-1.0,-1.0,-1.0,-1.0,179.2,3,35.8,11.6,55.0,33.7,12.3,40.2,68.6,29.0,91.1,3004.3,11023.5,6307.3,31,0.000,0.950,0.050,0.711,0.189,30.5,0.00,0,1341,572
502,BossLose,BossDeath,45.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,7,12,9,-8.993,-1.0,-1.0,-1.0,-1.0,203.6,3,35.6,14.1,53.6,37.4,17.6,48.0,71.9,24.8,85.0,2664.0,11461.9,8077.3,51,0.001,0.903,0.095,0.670,0.231,34.0,0.00,0,1511,685
503,BossLose,BossDeath,38.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,8,9,-6.274,-1.0,-1.0,-1.0,-1.0,179.4,3,37.5,14.1,45.4,34.6,17.6,41.1,70.8,24.8,84.0,2600.2,10581.6,4771.2,53,0.002,0.930,0.067,0.832,0.959,33.0,0.00,0,1604,360
504,BossLose,BossDeath,51.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,67,2000,0.00,0.78,1.00,1,9,7,11,-0.575,-1.0,-1.0,-1.0,-1.0,241.8,3,38.9,11.7,58.6,34.5,12.9,40.2,72.4,19.9,94.5,2709.0,10610.7,5643.9,44,0.000,0.943,0.057,0.864,0.514,32.8,0.00,1,2216,462
505,BossLose,BossDeath,46.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,11,7,-3.567,-1.0,-1.0,-1.0,-1.0,213.8,3,37.9,12.5,42.3,34.5,17.9,40.5,71.3,22.1,79.2,3384.0,12858.8,6759.8,49,0.001,0.926,0.074,0.865,0.411,34.9,0.00,0,1997,278
506,BossLose,BossDeath,38.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,5,9,6,-3.498,-1.0,-1.0,-1.0,-1.0,179.3,3,37.1,11.8,41.4,34.2,18.3,40.8,70.3,22.1,79.6,2810.3,10586.3,7321.0,33,0.001,0.927,0.072,0.899,0.254,34.4,0.00,0,1740,258
507,BossLose,BossDeath,77.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,16,5,18,0.691,-1.0,-1.0,-1.0,-1.0,361.7,3,39.5,19.5,64.3,35.4,11.2,53.8,74.1,33.8,96.6,2976.5,12057.1,5692.6,62,0.001,0.934,0.066,0.882,0.322,35.8,0.00,0,3415,560
508,BossLose,BossDeath,70.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,19,10,10,-3.888,-1.0,-1.0,-1.0,-1.0,330.1,3,38.1,11.8,58.4,35.1,12.9,42.0,72.1,19.9,94.0,2462.6,11163.1,5323.4,63,0.001,0.937,0.062,0.736,0.964,33.7,0.00,0,2594,928
509,BossLose,BossDeath,41.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,12,2000,0.00,0.96,1.00,0,9,7,10,-7.903,-1.0,-1.0,-1.0,-1.0,190.5,3,34.3,13.3,56.3,33.0,7.5,57.2,65.3,19.9,98.0,3675.0,7863.4,5807.9,12,0.002,0.921,0.077,0.720,0.964,24.5,0.00,0,1489,674
510,BossLose,BossDeath,48.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,410,2000,0.00,0.00,0.63,3,12,5,10,6.182,37.9,-1.0,37.9,-1.0,221.5,3,35.3,11.7,47.5,33.1,8.5,41.6,67.4,22.1,84.9,6044.2,6307.5,8762.3,17,0.000,0.915,0.085,0.693,0.968,29.4,0.00,1,1678,737
511,BossLose,BossDeath,50.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,10,10,2.334,-1.0,-1.0,-1.0,-1.0,240.9,3,37.7,14.1,55.4,32.9,6.2,42.8,69.7,29.0,92.4,9776.2,13303.5,14417.8,27,0.002,0.953,0.045,0.716,0.356,29.6,0.00,0,1809,1156
512,BossLose,BossDeath,59.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,169,2000,0.00,0.71,0.73,3,16,14,5,16.976,-1.0,48.1,-1.0,-1.0,269.1,3,35.4,11.4,49.8,30.5,4.4,42.5,64.8,22.1,83.9,5695.3,10759.7,12198.2,34,0.000,0.905,0.094,0.780,0.965,31.0,0.00,3,2319,563
513,BossLose,BossDeath,41.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,199,2000,0.00,0.47,0.87,1,13,6,9,-5.343,-1.0,-1.0,-1.0,-1.0,200.7,3,36.7,10.8,55.8,34.5,12.3,43.0,70.4,29.0,92.0,5674.7,8655.5,13500.9,17,0.002,0.958,0.041,0.754,0.965,33.8,0.00,1,1581,877
514,BossLose,BossDeath,41.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,92,2000,0.00,0.85,0.85,1,11,7,8,-2.750,-1.0,-1.0,-1.0,-1.0,196.0,3,40.1,11.3,65.4,34.2,14.2,39.7,73.0,22.6,99.8,2861.2,12396.6,5563.7,22,0.001,0.935,0.063,0.930,0.976,33.5,0.00,0,1950,206
515,BossLose,BossDeath,41.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,6,8,-3.113,-1.0,-1.0,-1.0,-1.0,197.5,3,37.6,11.9,50.6,34.0,13.1,40.3,70.3,19.9,82.3,2545.3,9935.7,5081.2,41,0.001,0.942,0.057,0.824,0.588,30.7,0.00,0,1727,408
516,BossLose,BossDeath,52.8,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,13,8,9,-6.863,-1.0,-1.0,-1.0,-1.0,246.3,3,35.5,11.0,45.5,35.5,19.5,42.8,69.8,22.1,83.4,3497.3,8669.5,10545.0,41,0.000,0.934,0.066,0.663,0.876,32.1,0.00,0,1750,1016
517,BossLose,BossDeath,73.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,293,2000,0.00,0.66,0.36,4,17,16,6,23.659,-1.0,30.2,-1.0,-1.0,346.1,3,33.1,7.3,47.3,31.0,4.6,43.2,61.9,22.1,86.3,9202.6,12556.0,11053.6,28,0.001,0.938,0.061,0.890,0.735,34.2,0.00,4,3282,413
518,BossLose,BossDeath,49.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,9,11,-6.335,-1.0,-1.0,-1.0,-1.0,229.9,3,37.4,12.1,52.5,35.6,14.1,54.0,72.5,29.0,98.3,3304.3,11154.6,6738.0,28,0.002,0.930,0.069,0.793,0.414,35.1,0.00,0,1960,546
519,BossLose,BossDeath,80.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,11,11,16,0.913,-1.0,-1.0,-1.0,-1.0,375.1,3,38.9,17.0,58.9,35.1,14.1,41.2,73.0,24.8,94.5,3991.9,13848.7,7652.8,72,0.000,0.929,0.071,0.783,0.287,36.4,0.00,0,3162,874
520,BossLose,BossDeath,86.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,18,11,16,1.517,-1.0,-1.0,-1.0,-1.0,406.6,3,39.1,11.0,60.7,35.2,14.2,41.3,73.2,22.6,95.4,3379.7,14112.0,5594.7,90,0.001,0.936,0.063,0.818,0.504,33.9,0.00,0,3554,756
521,BossLose,BossDeath,57.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,155,2000,0.00,0.48,1.00,2,11,16,5,18.092,-1.0,36.5,-1.0,-1.0,245.9,3,32.9,10.7,48.7,36.3,4.4,59.2,68.1,22.6,96.7,6867.6,10256.7,10252.8,18,0.001,0.856,0.143,0.736,0.290,28.4,0.00,1,2115,553
522,BossLose,BossDeath,49.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,69,2000,0.00,0.77,1.00,1,15,14,8,-9.411,-1.0,-1.0,-1.0,-1.0,232.7,3,34.7,17.9,46.5,37.8,14.1,42.5,71.8,24.8,84.5,4408.5,12980.7,10255.5,57,0.000,0.945,0.055,0.617,0.980,32.7,0.00,1,1520,924
523,BossLose,BossDeath,46.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,36,2000,0.00,0.88,1.00,1,11,8,10,-9.625,-1.0,-1.0,-1.0,-1.0,213.5,3,35.6,11.6,56.6,35.6,14.2,49.1,70.3,29.0,86.5,3254.3,8236.0,8867.3,32,0.001,0.927,0.072,0.634,0.947,31.3,0.00,0,1461,995
